"strain,-","stress,MPa","stress,Pa"
0.3145,1710.1593249666878,1710159324.9666877
0.315,1710.1593249666878,1710159324.9666877
0.3155,1710.159324966688,1710159324.966688
0.316,1710.159324966688,1710159324.966688
0.3165,1710.159324966688,1710159324.966688
0.317,1710.159324966688,1710159324.966688
0.3175,1710.1593249666882,1710159324.9666882
0.318,1710.1593249666882,1710159324.9666882
0.3185,1710.1593249666882,1710159324.9666882
0.319,1710.1593249666882,1710159324.9666882
0.3195,1710.1593249666885,1710159324.9666884
0.32,1710.1593249666885,1710159324.9666884
0.3205,1710.1593249666885,1710159324.9666884
0.321,1710.1593249666885,1710159324.9666884
0.3215,1710.1593249666885,1710159324.9666884
0.322,1710.1593249666887,1710159324.9666886
0.3225,1710.1593249666887,1710159324.9666886
0.323,1710.1593249666887,1710159324.9666886
0.3235,1710.1593249666887,1710159324.9666886
0.324,1710.1593249666887,1710159324.9666886
0.3245,1710.1593249666887,1710159324.9666886
0.325,1710.159324966689,1710159324.9666889
0.3255,1710.159324966689,1710159324.9666889
0.326,1710.159324966689,1710159324.9666889
0.3265,1710.159324966689,1710159324.9666889
0.327,1710.159324966689,1710159324.9666889
0.3275,1710.159324966689,1710159324.9666889
0.328,1710.159324966689,1710159324.9666889
0.3285,1710.159324966689,1710159324.9666889
0.329,1710.159324966689,1710159324.9666889
0.3295,1710.159324966689,1710159324.9666889
0.33,1710.159324966689,1710159324.9666889
0.3305,1710.159324966689,1710159324.9666889
0.331,1710.1593249666892,1710159324.966689
0.3315,1710.1593249666892,1710159324.966689
0.332,1710.1593249666892,1710159324.966689
0.3325,1710.1593249666892,1710159324.966689
0.333,1710.1593249666892,1710159324.966689
0.3335,1710.1593249666892,1710159324.966689
0.334,1710.1593249666892,1710159324.966689
0.3345,1710.1593249666892,1710159324.966689
0.335,1710.1593249666892,1710159324.966689
0.3355,1710.1593249666892,1710159324.966689
0.336,1710.1593249666892,1710159324.966689
0.3365,1710.1593249666892,1710159324.966689
0.337,1710.1593249666892,1710159324.966689
0.3375,1710.1593249666892,1710159324.966689
0.338,1710.1593249666892,1710159324.966689
0.3385,1710.1593249666892,1710159324.966689
0.339,1710.1593249666892,1710159324.966689
0.3395,1710.1593249666892,1710159324.966689
0.34,1710.1593249666892,1710159324.966689
0.3405,1710.1593249666892,1710159324.966689
0.341,1710.1593249666892,1710159324.966689
0.3415,1710.1593249666894,1710159324.9666893
0.342,1710.1593249666894,1710159324.9666893
0.3425,1710.1593249666894,1710159324.9666893
0.343,1710.1593249666894,1710159324.9666893
0.3435,1710.1593249666894,1710159324.9666893
0.344,1710.1593249666894,1710159324.9666893
0.3445,1710.1593249666894,1710159324.9666893
0.345,1710.1593249666894,1710159324.9666893
0.3455,1710.1593249666894,1710159324.9666893
0.346,1710.1593249666894,1710159324.9666893
0.3465,1710.1593249666894,1710159324.9666893
0.347,1710.1593249666894,1710159324.9666893
0.3475,1710.1593249666894,1710159324.9666893
0.348,1710.1593249666894,1710159324.9666893
0.3485,1710.1593249666894,1710159324.9666893
0.349,1710.1593249666894,1710159324.9666893
0.3495,1710.1593249666894,1710159324.9666893
0.35,1710.1593249666894,1710159324.9666893
0.3505,1710.1593249666894,1710159324.9666893
0.351,1710.1593249666894,1710159324.9666893
0.3515,1710.1593249666894,1710159324.9666893
0.352,1710.1593249666894,1710159324.9666893
0.3525,1710.1593249666894,1710159324.9666893
0.353,1710.1593249666894,1710159324.9666893
0.3535,1710.1593249666894,1710159324.9666893
0.354,1710.1593249666894,1710159324.9666893
0.3545,1710.1593249666894,1710159324.9666893
0.355,1710.1593249666894,1710159324.9666893
0.3555,1710.1593249666894,1710159324.9666893
0.356,1710.1593249666894,1710159324.9666893
0.3565,1710.1593249666894,1710159324.9666893
0.357,1710.1593249666894,1710159324.9666893
0.3575,1710.1593249666894,1710159324.9666893
0.358,1710.1593249666894,1710159324.9666893
0.3585,1710.1593249666894,1710159324.9666893
0.359,1710.1593249666894,1710159324.9666893
0.3595,1710.1593249666894,1710159324.9666893
0.36,1710.1593249666894,1710159324.9666893
0.3605,1710.1593249666894,1710159324.9666893
0.361,1710.1593249666894,1710159324.9666893
0.3615,1710.1593249666894,1710159324.9666893
0.362,1710.1593249666894,1710159324.9666893
0.3625,1710.1593249666894,1710159324.9666893
0.363,1710.1593249666894,1710159324.9666893
0.3635,1710.1593249666894,1710159324.9666893
0.364,1710.1593249666894,1710159324.9666893
0.3645,1710.1593249666894,1710159324.9666893
0.365,1710.1593249666894,1710159324.9666893
0.3655,1710.1593249666894,1710159324.9666893
0.366,1710.1593249666894,1710159324.9666893
0.3665,1710.1593249666894,1710159324.9666893
0.367,1710.1593249666894,1710159324.9666893
0.3675,1710.1593249666894,1710159324.9666893
0.368,1710.1593249666894,1710159324.9666893
0.3685,1710.1593249666894,1710159324.9666893
0.369,1710.1593249666894,1710159324.9666893
0.3695,1710.1593249666894,1710159324.9666893
0.37,1710.1593249666894,1710159324.9666893
0.3705,1710.1593249666894,1710159324.9666893
0.371,1710.1593249666894,1710159324.9666893
0.3715,1710.1593249666894,1710159324.9666893
0.372,1710.1593249666894,1710159324.9666893
0.3725,1710.1593249666894,1710159324.9666893
0.373,1710.1593249666894,1710159324.9666893
0.3735,1710.1593249666894,1710159324.9666893
0.374,1710.1593249666894,1710159324.9666893
0.3745,1710.1593249666894,1710159324.9666893
0.375,1710.1593249666894,1710159324.9666893
0.3755,1710.1593249666894,1710159324.9666893
0.376,1710.1593249666894,1710159324.9666893
0.3765,1710.1593249666894,1710159324.9666893
0.377,1710.1593249666894,1710159324.9666893
0.3775,1710.1593249666894,1710159324.9666893
0.378,1710.1593249666894,1710159324.9666893
0.3785,1710.1593249666894,1710159324.9666893
0.379,1710.1593249666894,1710159324.9666893
0.3795,1710.1593249666894,1710159324.9666893
0.38,1710.1593249666894,1710159324.9666893
0.3805,1710.1593249666894,1710159324.9666893
0.381,1710.1593249666894,1710159324.9666893
0.3815,1710.1593249666894,1710159324.9666893
0.382,1710.1593249666894,1710159324.9666893
0.3825,1710.1593249666894,1710159324.9666893
0.383,1710.1593249666894,1710159324.9666893
0.3835,1710.1593249666894,1710159324.9666893
0.384,1710.1593249666894,1710159324.9666893
0.3845,1710.1593249666894,1710159324.9666893
0.385,1710.1593249666894,1710159324.9666893
0.3855,1710.1593249666894,1710159324.9666893
0.386,1710.1593249666894,1710159324.9666893
0.3865,1710.1593249666894,1710159324.9666893
0.387,1710.1593249666894,1710159324.9666893
0.3875,1710.1593249666894,1710159324.9666893
0.388,1710.1593249666894,1710159324.9666893
0.3885,1710.1593249666894,1710159324.9666893
0.389,1710.1593249666894,1710159324.9666893
0.3895,1710.1593249666894,1710159324.9666893
0.39,1710.1593249666894,1710159324.9666893
0.3905,1710.1593249666894,1710159324.9666893
0.391,1710.1593249666894,1710159324.9666893
0.3915,1710.1593249666894,1710159324.9666893
0.392,1710.1593249666894,1710159324.9666893
0.3925,1710.1593249666894,1710159324.9666893
0.393,1710.1593249666894,1710159324.9666893
0.3935,1710.1593249666894,1710159324.9666893
0.394,1710.1593249666894,1710159324.9666893
0.3945,1710.1593249666894,1710159324.9666893
0.395,1710.1593249666894,1710159324.9666893
0.3955,1710.1593249666894,1710159324.9666893
0.396,1710.1593249666894,1710159324.9666893
0.3965,1710.1593249666894,1710159324.9666893
0.397,1710.1593249666894,1710159324.9666893
0.3975,1710.1593249666894,1710159324.9666893
0.398,1710.1593249666894,1710159324.9666893
0.3985,1710.1593249666894,1710159324.9666893
0.399,1710.1593249666894,1710159324.9666893
0.3995,1710.1593249666894,1710159324.9666893
0.4,1710.1593249666894,1710159324.9666893
0.4005,1710.1593249666894,1710159324.9666893
0.401,1710.1593249666894,1710159324.9666893
0.4015,1710.1593249666894,1710159324.9666893
0.402,1710.1593249666894,1710159324.9666893
0.4025,1710.1593249666894,1710159324.9666893
0.403,1710.1593249666894,1710159324.9666893
0.4035,1710.1593249666894,1710159324.9666893
0.404,1710.1593249666894,1710159324.9666893
0.4045,1710.1593249666894,1710159324.9666893
0.405,1710.1593249666894,1710159324.9666893
0.4055,1710.1593249666894,1710159324.9666893
0.406,1710.1593249666894,1710159324.9666893
0.4065,1710.1593249666894,1710159324.9666893
0.407,1710.1593249666894,1710159324.9666893
0.4075,1710.1593249666894,1710159324.9666893
0.408,1710.1593249666894,1710159324.9666893
0.4085,1710.1593249666894,1710159324.9666893
0.409,1710.1593249666894,1710159324.9666893
0.4095,1710.1593249666894,1710159324.9666893
0.41,1710.1593249666894,1710159324.9666893
0.4105,1710.1593249666894,1710159324.9666893
0.411,1710.1593249666894,1710159324.9666893
0.4115,1710.1593249666894,1710159324.9666893
0.412,1710.1593249666894,1710159324.9666893
0.4125,1710.1593249666894,1710159324.9666893
0.413,1710.1593249666894,1710159324.9666893
0.4135,1710.1593249666894,1710159324.9666893
0.414,1710.1593249666894,1710159324.9666893
0.4145,1710.1593249666894,1710159324.9666893
0.415,1710.1593249666894,1710159324.9666893
0.4155,1710.1593249666894,1710159324.9666893
0.416,1710.1593249666894,1710159324.9666893
0.4165,1710.1593249666894,1710159324.9666893
0.417,1710.1593249666894,1710159324.9666893
0.4175,1710.1593249666894,1710159324.9666893
0.418,1710.1593249666894,1710159324.9666893
0.4185,1710.1593249666894,1710159324.9666893
0.419,1710.1593249666894,1710159324.9666893
0.4195,1710.1593249666894,1710159324.9666893
0.42,1710.1593249666894,1710159324.9666893
0.4205,1710.1593249666894,1710159324.9666893
0.421,1710.1593249666894,1710159324.9666893
0.4215,1710.1593249666894,1710159324.9666893
0.422,1710.1593249666894,1710159324.9666893
0.4225,1710.1593249666894,1710159324.9666893
0.423,1710.1593249666894,1710159324.9666893
0.4235,1710.1593249666894,1710159324.9666893
0.424,1710.1593249666894,1710159324.9666893
0.4245,1710.1593249666894,1710159324.9666893
0.425,1710.1593249666894,1710159324.9666893
0.4255,1710.1593249666894,1710159324.9666893
0.426,1710.1593249666894,1710159324.9666893
0.4265,1710.1593249666894,1710159324.9666893
0.427,1710.1593249666894,1710159324.9666893
0.4275,1710.1593249666894,1710159324.9666893
0.428,1710.1593249666894,1710159324.9666893
0.4285,1710.1593249666894,1710159324.9666893
0.429,1710.1593249666894,1710159324.9666893
0.4295,1710.1593249666894,1710159324.9666893
0.43,1710.1593249666894,1710159324.9666893
0.4305,1710.1593249666894,1710159324.9666893
0.431,1710.1593249666894,1710159324.9666893
0.4315,1710.1593249666894,1710159324.9666893
0.432,1710.1593249666894,1710159324.9666893
0.4325,1710.1593249666894,1710159324.9666893
0.433,1710.1593249666894,1710159324.9666893
0.4335,1710.1593249666894,1710159324.9666893
0.434,1710.1593249666894,1710159324.9666893
0.4345,1710.1593249666894,1710159324.9666893
0.435,1710.1593249666894,1710159324.9666893
0.4355,1710.1593249666894,1710159324.9666893
0.436,1710.1593249666894,1710159324.9666893
0.4365,1710.1593249666894,1710159324.9666893
0.437,1710.1593249666894,1710159324.9666893
0.4375,1710.1593249666894,1710159324.9666893
0.438,1710.1593249666894,1710159324.9666893
0.4385,1710.1593249666894,1710159324.9666893
0.439,1710.1593249666894,1710159324.9666893
0.4395,1710.1593249666894,1710159324.9666893
0.44,1710.1593249666894,1710159324.9666893
0.4405,1710.1593249666894,1710159324.9666893
0.441,1710.1593249666894,1710159324.9666893
0.4415,1710.1593249666894,1710159324.9666893
0.442,1710.1593249666894,1710159324.9666893
0.4425,1710.1593249666894,1710159324.9666893
0.443,1710.1593249666894,1710159324.9666893
0.4435,1710.1593249666894,1710159324.9666893
0.444,1710.1593249666894,1710159324.9666893
0.4445,1710.1593249666894,1710159324.9666893
0.445,1710.1593249666894,1710159324.9666893
0.4455,1710.1593249666894,1710159324.9666893
0.446,1710.1593249666894,1710159324.9666893
0.4465,1710.1593249666894,1710159324.9666893
0.447,1710.1593249666894,1710159324.9666893
0.4475,1710.1593249666894,1710159324.9666893
0.448,1710.1593249666894,1710159324.9666893
0.4485,1710.1593249666894,1710159324.9666893
0.449,1710.1593249666894,1710159324.9666893
0.4495,1710.1593249666894,1710159324.9666893
0.45,1710.1593249666894,1710159324.9666893
0.4505,1710.1593249666894,1710159324.9666893
0.451,1710.1593249666894,1710159324.9666893
0.4515,1710.1593249666894,1710159324.9666893
0.452,1710.1593249666894,1710159324.9666893
0.4525,1710.1593249666894,1710159324.9666893
0.453,1710.1593249666894,1710159324.9666893
0.4535,1710.1593249666894,1710159324.9666893
0.454,1710.1593249666894,1710159324.9666893
0.4545,1710.1593249666894,1710159324.9666893
0.455,1710.1593249666894,1710159324.9666893
0.4555,1710.1593249666894,1710159324.9666893
0.456,1710.1593249666894,1710159324.9666893
0.4565,1710.1593249666894,1710159324.9666893
0.457,1710.1593249666894,1710159324.9666893
0.4575,1710.1593249666894,1710159324.9666893
0.458,1710.1593249666894,1710159324.9666893
0.4585,1710.1593249666894,1710159324.9666893
0.459,1710.1593249666894,1710159324.9666893
0.4595,1710.1593249666894,1710159324.9666893
0.46,1710.1593249666894,1710159324.9666893
0.4605,1710.1593249666894,1710159324.9666893
0.461,1710.1593249666894,1710159324.9666893
0.4615,1710.1593249666894,1710159324.9666893
0.462,1710.1593249666894,1710159324.9666893
0.4625,1710.1593249666894,1710159324.9666893
0.463,1710.1593249666894,1710159324.9666893
0.4635,1710.1593249666894,1710159324.9666893
0.464,1710.1593249666894,1710159324.9666893
0.4645,1710.1593249666894,1710159324.9666893
0.465,1710.1593249666894,1710159324.9666893
0.4655,1710.1593249666894,1710159324.9666893
0.466,1710.1593249666894,1710159324.9666893
0.4665,1710.1593249666894,1710159324.9666893
0.467,1710.1593249666894,1710159324.9666893
0.4675,1710.1593249666894,1710159324.9666893
0.468,1710.1593249666894,1710159324.9666893
0.4685,1710.1593249666894,1710159324.9666893
0.469,1710.1593249666894,1710159324.9666893
0.4695,1710.1593249666894,1710159324.9666893
0.47,1710.1593249666894,1710159324.9666893
0.4705,1710.1593249666894,1710159324.9666893
0.471,1710.1593249666894,1710159324.9666893
0.4715,1710.1593249666894,1710159324.9666893
0.472,1710.1593249666894,1710159324.9666893
0.4725,1710.1593249666894,1710159324.9666893
0.473,1710.1593249666894,1710159324.9666893
0.4735,1710.1593249666894,1710159324.9666893
0.474,1710.1593249666894,1710159324.9666893
0.4745,1710.1593249666894,1710159324.9666893
0.475,1710.1593249666894,1710159324.9666893
0.4755,1710.1593249666894,1710159324.9666893
0.476,1710.1593249666894,1710159324.9666893
0.4765,1710.1593249666894,1710159324.9666893
0.477,1710.1593249666894,1710159324.9666893
0.4775,1710.1593249666894,1710159324.9666893
0.478,1710.1593249666894,1710159324.9666893
0.4785,1710.1593249666894,1710159324.9666893
0.479,1710.1593249666894,1710159324.9666893
0.4795,1710.1593249666894,1710159324.9666893
0.48,1710.1593249666894,1710159324.9666893
0.4805,1710.1593249666894,1710159324.9666893
0.481,1710.1593249666894,1710159324.9666893
0.4815,1710.1593249666894,1710159324.9666893
0.482,1710.1593249666894,1710159324.9666893
0.4825,1710.1593249666894,1710159324.9666893
0.483,1710.1593249666894,1710159324.9666893
0.4835,1710.1593249666894,1710159324.9666893
0.484,1710.1593249666894,1710159324.9666893
0.4845,1710.1593249666894,1710159324.9666893
0.485,1710.1593249666894,1710159324.9666893
0.4855,1710.1593249666894,1710159324.9666893
0.486,1710.1593249666894,1710159324.9666893
0.4865,1710.1593249666894,1710159324.9666893
0.487,1710.1593249666894,1710159324.9666893
0.4875,1710.1593249666894,1710159324.9666893
0.488,1710.1593249666894,1710159324.9666893
0.4885,1710.1593249666894,1710159324.9666893
0.489,1710.1593249666894,1710159324.9666893
0.4895,1710.1593249666894,1710159324.9666893
0.49,1710.1593249666894,1710159324.9666893
0.4905,1710.1593249666894,1710159324.9666893
0.491,1710.1593249666894,1710159324.9666893
0.4915,1710.1593249666894,1710159324.9666893
0.492,1710.1593249666894,1710159324.9666893
0.4925,1710.1593249666894,1710159324.9666893
0.493,1710.1593249666894,1710159324.9666893
0.4935,1710.1593249666894,1710159324.9666893
0.494,1710.1593249666894,1710159324.9666893
0.4945,1710.1593249666894,1710159324.9666893
0.495,1710.1593249666894,1710159324.9666893
0.4955,1710.1593249666894,1710159324.9666893
0.496,1710.1593249666894,1710159324.9666893
0.4965,1710.1593249666894,1710159324.9666893
0.497,1710.1593249666894,1710159324.9666893
0.4975,1710.1593249666894,1710159324.9666893
0.498,1710.1593249666894,1710159324.9666893
0.4985,1710.1593249666894,1710159324.9666893
0.499,1710.1593249666894,1710159324.9666893
0.4995,1710.1593249666894,1710159324.9666893
0.5,1710.1593249666894,1710159324.9666893
0.501,1710.1593249666894,1710159324.9666893
0.502,1710.1593249666894,1710159324.9666893
0.503,1710.1593249666894,1710159324.9666893
0.504,1710.1593249666894,1710159324.9666893
0.505,1710.1593249666894,1710159324.9666893
0.506,1710.1593249666894,1710159324.9666893
0.507,1710.1593249666894,1710159324.9666893
0.508,1710.1593249666894,1710159324.9666893
0.509,1710.1593249666894,1710159324.9666893
0.51,1710.1593249666894,1710159324.9666893
0.511,1710.1593249666894,1710159324.9666893
0.512,1710.1593249666894,1710159324.9666893
0.513,1710.1593249666894,1710159324.9666893
0.514,1710.1593249666894,1710159324.9666893
0.515,1710.1593249666894,1710159324.9666893
0.516,1710.1593249666894,1710159324.9666893
0.517,1710.1593249666894,1710159324.9666893
0.518,1710.1593249666894,1710159324.9666893
0.519,1710.1593249666894,1710159324.9666893
0.52,1710.1593249666894,1710159324.9666893
0.521,1710.1593249666894,1710159324.9666893
0.522,1710.1593249666894,1710159324.9666893
0.523,1710.1593249666894,1710159324.9666893
0.524,1710.1593249666894,1710159324.9666893
0.525,1710.1593249666894,1710159324.9666893
0.526,1710.1593249666894,1710159324.9666893
0.527,1710.1593249666894,1710159324.9666893
0.528,1710.1593249666894,1710159324.9666893
0.529,1710.1593249666894,1710159324.9666893
0.53,1710.1593249666894,1710159324.9666893
0.531,1710.1593249666894,1710159324.9666893
0.532,1710.1593249666894,1710159324.9666893
0.533,1710.1593249666894,1710159324.9666893
0.534,1710.1593249666894,1710159324.9666893
0.535,1710.1593249666894,1710159324.9666893
0.536,1710.1593249666894,1710159324.9666893
0.537,1710.1593249666894,1710159324.9666893
0.538,1710.1593249666894,1710159324.9666893
0.539,1710.1593249666894,1710159324.9666893
0.54,1710.1593249666894,1710159324.9666893
0.541,1710.1593249666894,1710159324.9666893
0.542,1710.1593249666894,1710159324.9666893
0.543,1710.1593249666894,1710159324.9666893
0.544,1710.1593249666894,1710159324.9666893
0.545,1710.1593249666894,1710159324.9666893
0.546,1710.1593249666894,1710159324.9666893
0.547,1710.1593249666894,1710159324.9666893
0.548,1710.1593249666894,1710159324.9666893
0.549,1710.1593249666894,1710159324.9666893
0.55,1710.1593249666894,1710159324.9666893
0.551,1710.1593249666894,1710159324.9666893
0.552,1710.1593249666894,1710159324.9666893
0.553,1710.1593249666894,1710159324.9666893
0.554,1710.1593249666894,1710159324.9666893
0.555,1710.1593249666894,1710159324.9666893
0.556,1710.1593249666894,1710159324.9666893
0.557,1710.1593249666894,1710159324.9666893
0.558,1710.1593249666894,1710159324.9666893
0.559,1710.1593249666894,1710159324.9666893
0.56,1710.1593249666894,1710159324.9666893
0.561,1710.1593249666894,1710159324.9666893
0.562,1710.1593249666894,1710159324.9666893
0.563,1710.1593249666894,1710159324.9666893
0.564,1710.1593249666894,1710159324.9666893
0.565,1710.1593249666894,1710159324.9666893
0.566,1710.1593249666894,1710159324.9666893
0.567,1710.1593249666894,1710159324.9666893
0.568,1710.1593249666894,1710159324.9666893
0.569,1710.1593249666894,1710159324.9666893
0.57,1710.1593249666894,1710159324.9666893
0.571,1710.1593249666894,1710159324.9666893
0.572,1710.1593249666894,1710159324.9666893
0.573,1710.1593249666894,1710159324.9666893
0.574,1710.1593249666894,1710159324.9666893
0.575,1710.1593249666894,1710159324.9666893
0.576,1710.1593249666894,1710159324.9666893
0.577,1710.1593249666894,1710159324.9666893
0.578,1710.1593249666894,1710159324.9666893
0.579,1710.1593249666894,1710159324.9666893
0.58,1710.1593249666894,1710159324.9666893
0.581,1710.1593249666894,1710159324.9666893
0.582,1710.1593249666894,1710159324.9666893
0.583,1710.1593249666894,1710159324.9666893
0.584,1710.1593249666894,1710159324.9666893
0.585,1710.1593249666894,1710159324.9666893
0.586,1710.1593249666894,1710159324.9666893
0.587,1710.1593249666894,1710159324.9666893
0.588,1710.1593249666894,1710159324.9666893
0.589,1710.1593249666894,1710159324.9666893
0.59,1710.1593249666894,1710159324.9666893
0.591,1710.1593249666894,1710159324.9666893
0.592,1710.1593249666894,1710159324.9666893
0.593,1710.1593249666894,1710159324.9666893
0.594,1710.1593249666894,1710159324.9666893
0.595,1710.1593249666894,1710159324.9666893
0.596,1710.1593249666894,1710159324.9666893
0.597,1710.1593249666894,1710159324.9666893
0.598,1710.1593249666894,1710159324.9666893
0.599,1710.1593249666894,1710159324.9666893
0.6,1710.1593249666894,1710159324.9666893
0.601,1710.1593249666894,1710159324.9666893
0.602,1710.1593249666894,1710159324.9666893
0.603,1710.1593249666894,1710159324.9666893
0.604,1710.1593249666894,1710159324.9666893
0.605,1710.1593249666894,1710159324.9666893
0.606,1710.1593249666894,1710159324.9666893
0.607,1710.1593249666894,1710159324.9666893
0.608,1710.1593249666894,1710159324.9666893
0.609,1710.1593249666894,1710159324.9666893
0.61,1710.1593249666894,1710159324.9666893
0.611,1710.1593249666894,1710159324.9666893
0.612,1710.1593249666894,1710159324.9666893
0.613,1710.1593249666894,1710159324.9666893
0.614,1710.1593249666894,1710159324.9666893
0.615,1710.1593249666894,1710159324.9666893
0.616,1710.1593249666894,1710159324.9666893
0.617,1710.1593249666894,1710159324.9666893
0.618,1710.1593249666894,1710159324.9666893
0.619,1710.1593249666894,1710159324.9666893
0.62,1710.1593249666894,1710159324.9666893
0.621,1710.1593249666894,1710159324.9666893
0.622,1710.1593249666894,1710159324.9666893
0.623,1710.1593249666894,1710159324.9666893
0.624,1710.1593249666894,1710159324.9666893
0.625,1710.1593249666894,1710159324.9666893
0.626,1710.1593249666894,1710159324.9666893
0.627,1710.1593249666894,1710159324.9666893
0.628,1710.1593249666894,1710159324.9666893
0.629,1710.1593249666894,1710159324.9666893
0.63,1710.1593249666894,1710159324.9666893
0.631,1710.1593249666894,1710159324.9666893
0.632,1710.1593249666894,1710159324.9666893
0.633,1710.1593249666894,1710159324.9666893
0.634,1710.1593249666894,1710159324.9666893
0.635,1710.1593249666894,1710159324.9666893
0.636,1710.1593249666894,1710159324.9666893
0.637,1710.1593249666894,1710159324.9666893
0.638,1710.1593249666894,1710159324.9666893
0.639,1710.1593249666894,1710159324.9666893
0.64,1710.1593249666894,1710159324.9666893
0.641,1710.1593249666894,1710159324.9666893
0.642,1710.1593249666894,1710159324.9666893
0.643,1710.1593249666894,1710159324.9666893
0.644,1710.1593249666894,1710159324.9666893
0.645,1710.1593249666894,1710159324.9666893
0.646,1710.1593249666894,1710159324.9666893
0.647,1710.1593249666894,1710159324.9666893
0.648,1710.1593249666894,1710159324.9666893
0.649,1710.1593249666894,1710159324.9666893
0.65,1710.1593249666894,1710159324.9666893
0.651,1710.1593249666894,1710159324.9666893
0.652,1710.1593249666894,1710159324.9666893
0.653,1710.1593249666894,1710159324.9666893
0.654,1710.1593249666894,1710159324.9666893
0.655,1710.1593249666894,1710159324.9666893
0.656,1710.1593249666894,1710159324.9666893
0.657,1710.1593249666894,1710159324.9666893
0.658,1710.1593249666894,1710159324.9666893
0.659,1710.1593249666894,1710159324.9666893
0.66,1710.1593249666894,1710159324.9666893
0.661,1710.1593249666894,1710159324.9666893
0.662,1710.1593249666894,1710159324.9666893
0.663,1710.1593249666894,1710159324.9666893
0.664,1710.1593249666894,1710159324.9666893
0.665,1710.1593249666894,1710159324.9666893
0.666,1710.1593249666894,1710159324.9666893
0.667,1710.1593249666894,1710159324.9666893
0.668,1710.1593249666894,1710159324.9666893
0.669,1710.1593249666894,1710159324.9666893
0.67,1710.1593249666894,1710159324.9666893
0.671,1710.1593249666894,1710159324.9666893
0.672,1710.1593249666894,1710159324.9666893
0.673,1710.1593249666894,1710159324.9666893
0.674,1710.1593249666894,1710159324.9666893
0.675,1710.1593249666894,1710159324.9666893
0.676,1710.1593249666894,1710159324.9666893
0.677,1710.1593249666894,1710159324.9666893
0.678,1710.1593249666894,1710159324.9666893
0.679,1710.1593249666894,1710159324.9666893
0.68,1710.1593249666894,1710159324.9666893
0.681,1710.1593249666894,1710159324.9666893
0.682,1710.1593249666894,1710159324.9666893
0.683,1710.1593249666894,1710159324.9666893
0.684,1710.1593249666894,1710159324.9666893
0.685,1710.1593249666894,1710159324.9666893
0.686,1710.1593249666894,1710159324.9666893
0.687,1710.1593249666894,1710159324.9666893
0.688,1710.1593249666894,1710159324.9666893
0.689,1710.1593249666894,1710159324.9666893
0.69,1710.1593249666894,1710159324.9666893
0.691,1710.1593249666894,1710159324.9666893
0.692,1710.1593249666894,1710159324.9666893
0.693,1710.1593249666894,1710159324.9666893
0.694,1710.1593249666894,1710159324.9666893
0.695,1710.1593249666894,1710159324.9666893
0.696,1710.1593249666894,1710159324.9666893
0.697,1710.1593249666894,1710159324.9666893
0.698,1710.1593249666894,1710159324.9666893
0.699,1710.1593249666894,1710159324.9666893
0.7,1710.1593249666894,1710159324.9666893
0.701,1710.1593249666894,1710159324.9666893
0.702,1710.1593249666894,1710159324.9666893
0.703,1710.1593249666894,1710159324.9666893
0.704,1710.1593249666894,1710159324.9666893
0.705,1710.1593249666894,1710159324.9666893
0.706,1710.1593249666894,1710159324.9666893
0.707,1710.1593249666894,1710159324.9666893
0.708,1710.1593249666894,1710159324.9666893
0.709,1710.1593249666894,1710159324.9666893
0.71,1710.1593249666894,1710159324.9666893
0.711,1710.1593249666894,1710159324.9666893
0.712,1710.1593249666894,1710159324.9666893
0.713,1710.1593249666894,1710159324.9666893
0.714,1710.1593249666894,1710159324.9666893
0.715,1710.1593249666894,1710159324.9666893
0.716,1710.1593249666894,1710159324.9666893
0.717,1710.1593249666894,1710159324.9666893
0.718,1710.1593249666894,1710159324.9666893
0.719,1710.1593249666894,1710159324.9666893
0.72,1710.1593249666894,1710159324.9666893
0.721,1710.1593249666894,1710159324.9666893
0.722,1710.1593249666894,1710159324.9666893
0.723,1710.1593249666894,1710159324.9666893
0.724,1710.1593249666894,1710159324.9666893
0.725,1710.1593249666894,1710159324.9666893
0.726,1710.1593249666894,1710159324.9666893
0.727,1710.1593249666894,1710159324.9666893
0.728,1710.1593249666894,1710159324.9666893
0.729,1710.1593249666894,1710159324.9666893
0.73,1710.1593249666894,1710159324.9666893
0.731,1710.1593249666894,1710159324.9666893
0.732,1710.1593249666894,1710159324.9666893
0.733,1710.1593249666894,1710159324.9666893
0.734,1710.1593249666894,1710159324.9666893
0.735,1710.1593249666894,1710159324.9666893
0.736,1710.1593249666894,1710159324.9666893
0.737,1710.1593249666894,1710159324.9666893
0.738,1710.1593249666894,1710159324.9666893
0.739,1710.1593249666894,1710159324.9666893
0.74,1710.1593249666894,1710159324.9666893
0.741,1710.1593249666894,1710159324.9666893
0.742,1710.1593249666894,1710159324.9666893
0.743,1710.1593249666894,1710159324.9666893
0.744,1710.1593249666894,1710159324.9666893
0.745,1710.1593249666894,1710159324.9666893
0.746,1710.1593249666894,1710159324.9666893
0.747,1710.1593249666894,1710159324.9666893
0.748,1710.1593249666894,1710159324.9666893
0.749,1710.1593249666894,1710159324.9666893
0.75,1710.1593249666894,1710159324.9666893
0.751,1710.1593249666894,1710159324.9666893
0.752,1710.1593249666894,1710159324.9666893
0.753,1710.1593249666894,1710159324.9666893
0.754,1710.1593249666894,1710159324.9666893
0.755,1710.1593249666894,1710159324.9666893
0.756,1710.1593249666894,1710159324.9666893
