"strain,-","stress,MPa","stress,Pa"
0.2625,1710.1593249663943,1710159324.9663942
0.263,1710.1593249664088,1710159324.9664087
0.2635,1710.1593249664224,1710159324.9664226
0.264,1710.1593249664354,1710159324.9664354
0.2645,1710.159324966448,1710159324.9664478
0.265,1710.1593249664595,1710159324.9664595
0.2655,1710.1593249664709,1710159324.966471
0.266,1710.1593249664816,1710159324.9664814
0.2665,1710.1593249664916,1710159324.9664915
0.267,1710.1593249665011,1710159324.9665012
0.2675,1710.1593249665104,1710159324.9665105
0.268,1710.159324966519,1710159324.966519
0.2685,1710.1593249665275,1710159324.9665275
0.269,1710.1593249665352,1710159324.9665353
0.2695,1710.159324966543,1710159324.966543
0.27,1710.15932496655,1710159324.96655
0.2705,1710.1593249665568,1710159324.9665568
0.271,1710.1593249665632,1710159324.9665632
0.2715,1710.1593249665693,1710159324.9665694
0.272,1710.1593249665752,1710159324.9665751
0.2725,1710.159324966581,1710159324.9665809
0.273,1710.1593249665862,1710159324.966586
0.2735,1710.1593249665912,1710159324.9665911
0.274,1710.159324966596,1710159324.966596
0.2745,1710.1593249666005,1710159324.9666004
0.275,1710.1593249666048,1710159324.9666047
0.2755,1710.159324966609,1710159324.966609
0.276,1710.159324966613,1710159324.966613
0.2765,1710.1593249666166,1710159324.9666166
0.277,1710.1593249666203,1710159324.9666202
0.2775,1710.1593249666234,1710159324.9666235
0.278,1710.1593249666269,1710159324.966627
0.2785,1710.1593249666298,1710159324.9666297
0.279,1710.1593249666328,1710159324.9666328
0.2795,1710.1593249666355,1710159324.9666355
0.28,1710.159324966638,1710159324.966638
0.2805,1710.1593249666407,1710159324.9666407
0.281,1710.159324966643,1710159324.966643
0.2815,1710.1593249666453,1710159324.9666452
0.282,1710.1593249666473,1710159324.9666474
0.2825,1710.1593249666494,1710159324.9666493
0.283,1710.1593249666514,1710159324.9666514
0.2835,1710.1593249666532,1710159324.9666533
0.284,1710.159324966655,1710159324.966655
0.2845,1710.1593249666566,1710159324.9666567
0.285,1710.1593249666582,1710159324.966658
0.2855,1710.1593249666598,1710159324.9666598
0.286,1710.1593249666612,1710159324.9666612
0.2865,1710.1593249666626,1710159324.9666626
0.287,1710.159324966664,1710159324.9666638
0.2875,1710.1593249666653,1710159324.9666653
0.288,1710.1593249666664,1710159324.9666665
0.2885,1710.1593249666676,1710159324.9666677
0.289,1710.1593249666685,1710159324.9666684
0.2895,1710.1593249666696,1710159324.9666696
0.29,1710.1593249666705,1710159324.9666705
0.2905,1710.1593249666714,1710159324.9666715
0.291,1710.1593249666723,1710159324.9666724
0.2915,1710.159324966673,1710159324.966673
0.292,1710.159324966674,1710159324.9666739
0.2925,1710.1593249666746,1710159324.9666746
0.293,1710.1593249666755,1710159324.9666755
0.2935,1710.1593249666762,1710159324.9666762
0.294,1710.1593249666766,1710159324.9666767
0.2945,1710.1593249666773,1710159324.9666774
0.295,1710.159324966678,1710159324.966678
0.2955,1710.1593249666785,1710159324.9666784
0.296,1710.159324966679,1710159324.9666789
0.2965,1710.1593249666796,1710159324.9666796
0.297,1710.15932496668,1710159324.96668
0.2975,1710.1593249666805,1710159324.9666805
0.298,1710.159324966681,1710159324.966681
0.2985,1710.1593249666812,1710159324.9666812
0.299,1710.1593249666817,1710159324.9666817
0.2995,1710.159324966682,1710159324.9666822
0.3,1710.1593249666826,1710159324.9666827
0.3005,1710.1593249666828,1710159324.9666827
0.301,1710.159324966683,1710159324.966683
0.3015,1710.1593249666835,1710159324.9666834
0.302,1710.1593249666837,1710159324.9666836
0.3025,1710.159324966684,1710159324.9666839
0.303,1710.1593249666844,1710159324.9666843
0.3035,1710.1593249666844,1710159324.9666843
0.304,1710.1593249666848,1710159324.9666848
0.3045,1710.159324966685,1710159324.966685
0.305,1710.1593249666853,1710159324.9666853
0.3055,1710.1593249666853,1710159324.9666853
0.306,1710.1593249666855,1710159324.9666855
0.3065,1710.1593249666857,1710159324.9666858
0.307,1710.159324966686,1710159324.966686
0.3075,1710.1593249666862,1710159324.9666862
0.308,1710.1593249666862,1710159324.9666862
0.3085,1710.1593249666864,1710159324.9666865
0.309,1710.1593249666867,1710159324.9666867
0.3095,1710.1593249666867,1710159324.9666867
0.31,1710.1593249666869,1710159324.966687
0.3105,1710.1593249666869,1710159324.966687
0.311,1710.159324966687,1710159324.9666872
0.3115,1710.159324966687,1710159324.9666872
0.312,1710.1593249666873,1710159324.9666874
0.3125,1710.1593249666873,1710159324.9666874
0.313,1710.1593249666876,1710159324.9666877
0.3135,1710.1593249666876,1710159324.9666877
0.314,1710.1593249666876,1710159324.9666877
